DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	CTA	BG CTA	BG	Fossil Hard coal	60.0		2022-03-01 11:34:40
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	CTA	BG CTA	BG	Biomass	31.0		2022-03-02 11:31:52
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	BZN	BG BZN	BG	Solar	0.0		2022-03-01 03:23:07
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	CTY	BG CTY	BG	Solar	0.0		2022-03-01 03:23:08
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	BZN	BG BZN	BG	Biomass	31.0		2022-03-02 11:31:59
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	CTY	BG CTY	BG	Biomass	31.0		2022-03-02 11:32:00
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	BZN	BG BZN	BG	Waste	5.0		2022-03-01 11:34:45
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	BZN	BG BZN	BG	Fossil Hard coal	60.0		2022-03-01 11:34:41
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	CTY	BG CTY	BG	Fossil Brown coal/Lignite	2664.0		2022-03-01 11:34:42
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	BZN	BG BZN	BG	Hydro Run-of-river and poundage	92.0		2022-03-02 11:31:58
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	CTY	BG CTY	BG	Hydro Run-of-river and poundage	92.0		2022-03-02 11:32:00
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	BZN	BG BZN	BG	Nuclear	2169.0		2022-03-01 11:34:45
2022-03-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	BZN	BG BZN	BG	Hydro Pumped Storage	0.0		2022-03-01 03:23:15
